Gene names,Log2FC_M_WT_M_MUT,negLog10pVal_M_WT_M_MUT,q-value M_WT_M_MUT,Student's T-test Significant M_WT_M_MUT,Log2FC_F_WT_F_MUT,negLog10pVal_F_WT_F_MUT,q-value F_WT_F_MUT,Student's T-test Significant F_WT_F_MUT,Log2FC_M_WT_F_WT,negLog10pVal_M_WT_F_WT,q-value M_WT_F_WT,Student's T-test Significant M_WT_F_WT,Log2FC_M_MUT_F_MUT,negLog10pVal_M_MUT_F_MUT,q-value M_MUT_F_MUT,Student's T-test Significant M_MUT_F_MUT,2502261_M_WT_HIP_P21,2502262_M_WT_HIP_P21,2502263_M_WT_HIP_P21,2502265_M_WT_HIP_P21,2502273_F_WT_HIP_P21,2502266_F_WT_HIP_P21,2502126_F_WT_HIP_P21,2502129_F_WT_HIP_P21,2502235_F_MUT_HIP_P21,2502236_F_MUT_HIP_P21,2502237_F_MUT_HIP_P21,2502281_M_MUT_HIP_P21,2502238_F_MUT_HIP_P21,2502285_M_MUT_HIP_P21,2502283_M_MUT_HIP_P21,2502284_M_MUT_HIP_P21,iBAQ,Intensity,MS/MS count,Razor + unique peptides,Mol. weight [kDa],Q-value,Score,Protein IDs,Majority protein IDs,Protein names
Atg4b,"0,3378560543","0,3291670544","0,6209206349",,"0,06213331223","0,07921518205","0,8038847557",,"0,1038229465","0,1298084635","0,7895545274",,"-0,1718997955","0,1551334523","0,754225324",,"-4,459954262","-3,590279579","-3,94831562","-4,315930367","-4,850883484","-3,835701942","-3,955432892","-4,087753296","-4,007216454","-4,275535583","-4,702898979","-3,815432549","-3,992653847","-5,427365303","-4,639038086","-3,784068108",598900,10780000,3,2,"44,403",0,"6,4252",A0A0R4J065;Q8BGE6;A0A087WNY2;A0A087WRT0;D3YZP6,A0A0R4J065;Q8BGE6;A0A087WNY2;A0A087WRT0;D3YZP6,Cysteine protease;Cysteine protease ATG4B
Vps25,"0,336286068","0,7793371822","0,6351538462",,"0,0389854908","0,0359222596","0,8797947826",,"0,3082728386","0,485751176","0,7022755556",,"0,01097226143","0,01152011835","0,9782163334",,"-4,352822304","-3,890741348","-4,121211052","-4,108186722","-4,716008186","-5,05061245","-3,930516243","-4,008915901","-4,148347855","-4,786904335","-3,919762611","-4,197574615","-5,006979942","-4,314109802","-5,024111748","-4,282309532",3452400,74933000,5,3,"21,594",0,"7,839",A2A4J8;Q9CQ80;A8XY17;E9PXS9;A2A4K0;Q9CQ80-2,A2A4J8;Q9CQ80;A8XY17,Vacuolar protein-sorting-associated protein 25
Ttr,"0,3346426487","0,7271665464","0,6220240964",,"0,4295294285","0,9054494684","0,6603265306",,"-0,09986782074","0,1212873137","0,8003141229",,"-0,004981040955","0,01426163148","0,9855644938",,"1,412957191","1,535033226","2,019784927","0,9612035751","2,191755295","1,542847633","1,17374897","1,420098305","0,876701355","1,277446747","1,117017746","1,07153511","1,339166641","1,299160957","1,047986031","1,171726227",17600000,311780000,10,6,"15,776",0,"28,447",P07309,P07309,Transthyretin
Hbb-b1,"0,333771944","1,739024453","0,6388760331",,"-0,09492325783","0,1319807662","0,7417026477",,"0,1938071251","0,3067481937","0,7668243728",,"-0,2348880768","1,04992294","0,7325380117",,"5,508860588","5,657597542","5,7508564","5,666810036","5,644752502","5,931937218","4,713234901","5,518971443","5,38816452","5,605988503","5,477622032","5,25873661","5,716814041","5,328489304","5,548958778","5,112852097",343510000,26572000000,175,14,"15,84",0,"188,81",P02088,P02088,Hemoglobin subunit beta-1
Wdr45b,"0,3289885521","2,590520313","0,6412631579",,"-0,02552056313","0,111765878","0,9006151298",,"0,2404785156","2,077932924","0,7164426877",,"-0,1140305996","0,6177739225","0,7538575949",,"-0,4765930176","-0,3875484467","-0,5330638885","-0,5209226608","-0,8344182968","-0,7711591721","-0,6825370789","-0,5919275284","-0,6633214951","-0,826880455","-0,7637815475","-0,7970867157","-0,523976326","-0,775510788","-0,6935157776","-0,9679689407",3247500,38970000,2,2,"38,02","0,0013178","2,4541",Q9CR39;F6RIG8;F7AZP7,Q9CR39;F6RIG8;F7AZP7,WD repeat domain phosphoinositide-interacting protein 3
Hdhd5,"0,3281588554","1,783547129","0,62625",,"0,2789168358","1,134208325","0,695708502",,"-0,08347964287","0,4492938735","0,7979846743",,"-0,1327216625","0,4214935868","0,7543414634",,"-0,9280929565","-0,9481267929","-0,7903385162","-0,9205617905","-0,8668298721","-0,9895734787","-0,7599391937","-0,6368589401","-0,935297966","-1,00206089","-1,03177166","-1,267216682","-1,399738312","-1,461292267","-1,144234657","-1,027011871",1439100,31661000,4,3,"46,306",0,"8,0012",Q91WM2,Q91WM2,Haloacid dehalogenase-like hydrolase domain-containing 5
Engase,"0,3274008036","0,1885833126","0,6453436693",,"-0,301040411","0,4117119381","0,6684571429",,"0,1641376019","0,2038371357","0,778879397",,"-0,4643036127","0,2823418923","0,7659506173",,"-5,139357567","-5,616686821","-5,348877907","-4,894492149","-4,892188072","-6,116061211","-5,604757309","-5,04295826","-4,867955208","-4,87725544","-5,149785042","-6,973062038","-5,556807518","-4,426990509","-6,450106621","-4,45885849",68685,3067900,2,2,"41,39",0,"6,7037",F7CXI4;Q8BX80,F7CXI4;Q8BX80,Cytosolic endo-beta-N-acetylglucosaminidase
Itih2,"0,3252606392","1,026129213","0,6336315789",,"-0,3879077435","1,574471435","0,6591372549",,"0,3687505722","1,792940935","0,7511707317",,"-0,3444178104","0,9877742638","0,7684379562",,"-3,266165733","-3,232045174","-3,571727753","-3,44781971","-3,67549324","-3,586369514","-3,947079659","-3,783818245","-3,295357704","-3,225239754","-3,680568695","-3,535983086","-3,239963531","-4,081424713","-3,437206268","-3,764186859",350480,8061100,2,2,"50,309",0,"3,9814",F6SGM1;G3X977;Q61703,F6SGM1;G3X977;Q61703,Inter-alpha-trypsin inhibitor heavy chain H2
Itpk1,"0,3224823475","0,6737230966","0,6268756757",,"0,2041807175","0,4865784277","0,6879103448",,"0,1990299225","0,3775518565","0,7749516129",,"0,08072829247","0,1613439313","0,7922089269",,"-3,570310593","-3,56929493","-3,979649544","-4,417284012","-3,88086319","-3,935605049","-4,351380348","-4,164810181","-3,936272621","-4,690421104","-4,192972183","-4,490735054","-4,329715729","-4,261819839","-3,976299286","-4,097614288",2411200,4822400,1,1,"4,9728",0,"3,3227",A0A087WNL3;Q8BYN3,A0A087WNL3;Q8BYN3,Inositol-tetrakisphosphate 1-kinase
Commd10,"0,3197689056","0,4262363893","0,6252151899",,"-0,3154687881","0,6342686484","0,6938434783",,"0,1854352951","0,2939801327","0,77264",,"-0,4498023987","0,6967946252","0,7497411765",,"-3,856420517","-4,024240494","-3,331410408","-3,825705528","-3,478330612","-4,439362526","-3,70249176","-4,159333229","-3,73401165","-3,35979557","-3,634739876","-4,909025192","-3,789095879","-3,666976929","-4,117822647","-3,623027802",649480,19293000,3,3,"12,62",0,"5,0205",A0A3Q4EGT0;A0A3Q4EII3;A0A3Q4EC50;Q8JZY2;A0A3Q4EHW7;Q3UTM6,A0A3Q4EGT0;A0A3Q4EII3;A0A3Q4EC50;Q8JZY2,COMM domain-containing protein 10
Mrpl3,"0,3187315464","3,369765264","0,6376610169",,"-0,1154010296","0,5044848065","0,7222914729",,"0,1761519909","1,140243855","0,7761717791",,"-0,2579805851","1,729079514","0,7127937743",,"0,3323011398","0,3627824783","0,3450946808","0,3845996857","0,170633316","0,4045915604","0,1137046814","0,03124046326","0,4512987137","0,3593559265","0,1524915695","0,1292257309","0,2186279297","0,0875825882","-0,06818389893","0,001227378845",2667200,53344000,5,4,"39,109",0,"16,642",Q99N95;D3Z456;F6W7C7;A0A1L1SU47,Q99N95;D3Z456;F6W7C7,Large ribosomal subunit protein uL3m
Mrpl45,"0,3184726238","1,964166353","0,6417443609",,"0,1644032001","0,8070550522","0,677565445",,"-0,003761053085","0,01301270342","0,9884898524",,"-0,1578304768","0,8651361749","0,7514347826",,"-0,1661272049","-0,2634010315","-0,2338104248","-0,3250541687","-0,2639703751","-0,03151321411","-0,202123642","-0,4757413864","-0,300069809","-0,3763408661","-0,4812431335","-0,6345052719","-0,4733076096","-0,4684095383","-0,7589759827","-0,4003925323",1122300,23567000,3,2,"35,41",0,"3,5984",Q9D0Q7;F6QAU7,Q9D0Q7;F6QAU7,Large ribosomal subunit protein mL45
Mrpl27,"0,3162300587","2,75572081","0,6311811024",,"0,0536403656","0,3313978439","0,7983099851",,"0,1547489166","1,033815195","0,7732475884",,"-0,1078407764","1,193010872","0,7566784888",,"-1,216273308","-1,010937691","-1,048749924","-1,049265862","-1,108003616","-1,158865929","-1,378777504","-1,298575401","-1,218438148","-1,265142441","-1,328483582","-1,507855415","-1,346719742","-1,344135284","-1,377069473","-1,361086845",809220,44492000,3,2,"15,944",0,"6,0514",Q99N92,Q99N92,Large ribosomal subunit protein bL27m
Chga,"0,3141212463","0,318851275","0,6383275261",,"0,4770462513","0,5697960057","0,6627722772",,"-0,2362172604","0,2912828308","0,7594326241",,"-0,0732922554","0,05598497778","0,8421185468",,"-5,03633213","-5,357906342","-6,357992172","-4,968197823","-5,021864891","-5,454214096","-5,288944244","-5,010536194","-6,376646996","-4,911512375","-6,257916451","-5,993887901","-5,13766861","-6,340548515","-5,518036842","-5,124440193",359690,6834000,3,2,"51,789",0,"6,4778",P26339,P26339,Chromogranin-A;Pancreastatin;Beta-granin;WE-14;Catestatin;GE-25;Serpinin-RRG;Serpinin;p-Glu serpinin precursor
Mrpl49,"0,3130156994","1,552474679","0,6475034483",,"0,07762289047","0,168336393","0,7566699955",,"0,1843223572","0,4053346719","0,7673801802",,"-0,05107045174","0,3786675927","0,8486019417",,"-3,273869514","-2,884677887","-3,015037537","-2,860031128","-3,025355339","-2,788957596","-3,378015518","-3,578577042","-3,249446869","-3,344708443","-3,233355522","-3,178092003","-3,253886223","-3,3120327","-3,370119095","-3,425435066",1380100,15181000,3,2,"19,133",0,"5,6992",Q9CQ40,Q9CQ40,Large ribosomal subunit protein mL49
Thrap3,"0,3129673004","2,049799348","0,6477352941",,"0,6074447632","6,662939257","0,3435555556",,"-0,06744718552","0,8698750393","0,8252440605",,"0,2270302773","1,610552696","0,7328117647",,"0,008862495422","-0,1376123428","0,02537155151","-0,02053260803","0,07106208801","0,01897621155","0,01352882385","0,04231071472","-0,6216211319","-0,5717506409","-0,5273990631","-0,5022106171","-0,5631303787","-0,2341403961","-0,2042446136","-0,4351844788",115230,112030000,10,8,"108,18",0,"18,821",Q569Z6;Q8BZN7;F6YSQ2;F6YH92,Q569Z6;Q8BZN7,Thyroid hormone receptor-associated protein 3
Pcsk1,"0,3117799759","1,150799398","0,6194730539",,"-0,1940879822","0,425891963","0,6944385692",,"0,0477707386","0,1146964161","0,8607511244",,"-0,4580972195","1,256509377","0,6703870968",,"-3,72766304","-3,72814846","-3,217870712","-3,651122093","-3,53266716","-3,425256729","-3,703445435","-3,854517937","-3,660739899","-3,640314102","-2,90367794","-3,76677227","-3,534803391","-4,076518059","-3,789874077","-3,938759804",273460,9571200,2,2,"84,173",0,"3,563",P63239;A0A1Y7VJY7,P63239;A0A1Y7VJY7,Neuroendocrine convertase 1
Baz1b,"0,311552763","0,4236526537","0,6205059289",,"-0,2602295876","0,3442323648","0,6779086758",,"0,3275082111","0,5654415605","0,703828877",,"-0,2442741394","0,2709999386","0,7641583333",,"-5,440481186","-4,387526512","-4,593507767","-4,629375458","-4,882301331","-5,272971153","-5,382562637","-4,823088646","-4,503472328","-5,706897736","-4,547354698","-5,01973629","-4,562280655","-4,458816528","-5,526629448","-5,291919708",30517,2380300,2,2,"170,65","0,00023348","3,146",Q9Z277;Q9Z277-2,Q9Z277;Q9Z277-2,Tyrosine-protein kinase BAZ1B
Mrps30,"0,3104398251","2,147780635","0,6411014493",,"0,01893138885","0,0526525149","0,931490044",,"0,142727375","0,5110062172","0,7810245796",,"-0,1487810612","1,032915057","0,747295",,"-2,508872986","-2,222231865","-2,441083908","-2,366486549","-2,516395569","-2,238041878","-2,784971237","-2,570176125","-2,385932922","-2,545826912","-2,60509491","-2,612155914","-2,64845562","-2,614221573","-2,78387928","-2,770177841",552930,26461000,2,2,"49,939",0,"6,6934",Q9D0G0,Q9D0G0,Large ribosomal subunit protein mL65
Ndufv3,"0,3084151745","1,491372601","0,6340387097",,"0,2243483067","1,566705102","0,6724547804",,"0,1812124252","0,9801156675","0,7686276151",,"0,0971455574","0,4519968677","0,7463762376",,"2,400242805","2,476981163","2,156305313","2,41395092","2,217033386","1,993229866","2,271111488","2,24125576","1,933328629","2,085776329","1,891798973","1,914559364","1,914333344","2,199144363","2,205163002","1,894952774",53924000,653280000,6,1,"11,813",0,"13,24",Q8BK30,Q8BK30,"NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial"
Hscb,"0,3051805496","0,5625047445","0,616973913",,"-0,1025922298","0,1427233099","0,7245539135",,"0,3427407742","0,5753815715","0,7099759036",,"-0,06503200531","0,09660112256","0,8373207695",,"-4,710572243","-4,638978004","-5,258320808","-4,943328857","-4,703888893","-5,585266113","-5,693937302","-4,939070702","-4,833110809","-5,048512459","-5,432519913","-5,033056259","-5,197650909","-5,069306374","-4,857347488","-5,81221199",847760,13564000,2,2,"26,673",0,"4,469",A0A0R4J0T0;Q8K3A0;F6WN43;F6UL52,A0A0R4J0T0;Q8K3A0;F6WN43;F6UL52,"Iron-sulfur cluster co-chaperone protein HscB;Iron-sulfur cluster co-chaperone protein HscB, mitochondrial;Iron-sulfur cluster co-chaperone protein HscB, cytoplasmic"
Cd82,"0,3047807217","0,5899157851","0,6187079646",,"0,5127658844","0,775924568","0,6283380282",,"0,1369006634","0,1867507167","0,7786705767",,"0,3448858261","0,5566732105","0,7717977528",,"-1,181894302","-1,719467163","-1,190591812","-1,831677437","-1,08712101","-2,075944901","-1,92081356","-1,387353897","-2,730623245","-2,20680809","-1,63521862","-2,060975075","-1,94964695","-2,048839569","-1,699838638","-1,333100319",5191400,57105000,1,1,"29,628","0,0002325","3,1125",P40237,P40237,CD82 antigen
Mrpl38,"0,3023276329","0,7969292076","0,6202364532",,"-0,1787443161","0,2004537028","0,6907798067",,"0,1193697453","0,1312337253","0,7822098113",,"-0,3617022038","0,8846972853","0,7872845528",,"-5,11307621","-5,041257858","-4,96615696","-5,481840134","-4,910175323","-4,588298798","-5,553411484","-6,027924538","-5,40912056","-4,721218109","-5,160413742","-5,600945473","-5,074080467","-5,206076622","-5,80310154","-5,201518059",55077,936310,1,1,"41,278","0,0085627","1,6018",Q8K2M0-2;Q8K2M0,Q8K2M0-2;Q8K2M0,Large ribosomal subunit protein mL38
Tm9sf3,"0,2997720242","1,287814475","0,6434619883",,"-0,1562268734","0,7374607661","0,6870192308",,"0,1630213261","0,7252496115","0,7732173913",,"-0,2929775715","1,318189458","0,7629319372",,"-2,352458954","-2,212792397","-2,363423347","-2,587361336","-2,501318932","-2,686923981","-2,340468407","-2,639410019","-2,212116241","-2,371231079","-2,544932365","-2,475639343","-2,414934158","-2,880765915","-2,800593376","-2,558125496",901640,18935000,2,1,"67,507",0,"3,41",A0A498WGK6;Q9ET30,A0A498WGK6;Q9ET30,Transmembrane 9 superfamily member;Transmembrane 9 superfamily member 3
Pkia,"0,2975571156","1,952283149","0,6293167702",,"-0,08373904228","0,371978007","0,7385114345",,"0,3652675152","2,263985053","0,7606666667",,"-0,01602864265","0,06010927542","0,9615305334",,"-0,7301206589","-0,6393537521","-0,8967008591","-0,6864795685","-1,0909338","-0,9563188553","-1,275232315","-1,091239929","-0,8463554382","-1,178928375","-0,9644451141","-1,126725197","-1,089039803","-0,9798755646","-0,8923587799","-1,143923759",2633500,82573000,4,4,"7,9604",0,"37,81",P63248;A0A0A6YXS7,P63248;A0A0A6YXS7,cAMP-dependent protein kinase inhibitor alpha
Mrpl16,"0,2966654301","2,027458756","0,63325",,"-0,2591743469","1,269585677","0,6628148148",,"0,296027422","1,464766809","0,6965411765",,"-0,259812355","1,789628271","0,7254574899",,"-2,023202896","-1,860419273","-2,030529022","-1,986479759","-2,183094025","-2,03800106","-2,498662949","-2,364982605","-2,046292305","-2,078732491","-2,02180481","-2,211439133","-1,901213646","-2,161096573","-2,470182419","-2,244574547",1405300,14053000,2,2,"28,803",0,"5,5385",Q99N93,Q99N93,Large ribosomal subunit protein uL16m
Slc2a1,"0,2956984043","2,413056912","0,6419346405",,"-0,06283974648","0,3206116578","0,7779002062",,"0,1743750572","0,9465939567","0,7623198459",,"-0,1841630936","2,08122343","0,7529378758",,"0,1429853439","0,3668518066","0,1300764084","0,246758461","-0,1171007156","0,1545314789","0,1976299286","-0,04588890076","0,07514476776","0,1969356537","0,04630470276","-0,02093410492","0,1221456528","-0,1305809021","-0,1363964081","-0,00821018219",7919300,186210000,6,3,"53,984",0,"20,644",P17809,P17809,"Solute carrier family 2, facilitated glucose transporter member 1"
Nanp,"0,2953155041","0,5367362364","0,6212270916",,"-0,5786957741","1,457690491","0,5744242424",,"0,3299758434","1,065495343","0,7054184397",,"-0,5440354347","0,9567831501","0,6057391304",,"-4,599226952","-4,635149002","-4,729658127","-4,879498482","-5,438909531","-5,028414726","-4,971281052","-4,724830627","-4,072278976","-4,5154562","-4,443053246","-5,484688759","-4,817864418","-5,374520302","-4,51480484","-4,650780678",562280,6747300,1,1,"27,808",0,"7,0966",Q9CPT3,Q9CPT3,N-acylneuraminate-9-phosphatase
Gnpda1,"0,293076992","1,269759061","0,6241283422",,"0,2134873867","0,439223408","0,6920509091",,"0,1240484715","0,2841298844","0,7758432122",,"0,04445886612","0,09497935388","0,8783392975",,"-4,2488451","-3,766290665","-4,085455894","-3,944659233","-4,12083149","-3,949651718","-3,908218384","-4,562743187","-3,878819466","-4,476281166","-4,548474312","-4,396933556","-4,491819382","-4,165831566","-4,438362122","-4,216431618",1318500,14823000,2,2,"19,469",0,"5,9712",A0A494B9X2;O88958;D3Z0R5;A0A494BB68,A0A494B9X2;O88958;D3Z0R5;A0A494BB68,Glucosamine-6-phosphate isomerase 1
Synm,"0,2903513908","1,086863268","0,6335837563",,"0,04380059242","0,08575459689","0,8468932907",,"-0,06814336777","0,1426609865","0,8336353167",,"-0,3146941662","1,145928956","0,7598545455",,"-3,151058197","-3,029935837","-3,094466209","-3,137096405","-2,718758583","-3,499958992","-2,789647102","-3,1316185","-3,073522568","-2,952832222","-3,165804863","-3,71688652","-3,123025894","-3,200482368","-3,137356758","-3,519236565",66146,2579700,1,1,"90,068","0,0089504","1,5791",A0A140LHQ9;Q70IV5-2;Q70IV5,A0A140LHQ9;Q70IV5-2;Q70IV5,Synemin
Grik2,"0,2899739742","0,9666034918","0,6244401914",,"0,05973887444","0,05735847773","0,8228035961",,"0,02845287323","0,06862490843","0,9085727867",,"-0,2017822266","0,2181000942","0,7528326301",,"-3,990532875","-4,366613388","-3,925528526","-4,047755241","-4,041129112","-4,237571716","-4,33290863","-3,832632065","-3,868803978","-5,165611267","-4,101961136","-4,429991722","-3,546820641","-4,265612602","-4,121531487","-4,673190117",411560,14816000,2,2,"100,26","0,0017494","2,3889",A0A1W2P6S5;P39087-2;P39087;A0A1W2P8D9;Q6PAQ0,A0A1W2P6S5;P39087-2;P39087;A0A1W2P8D9;Q6PAQ0,"Glutamate receptor;Glutamate receptor ionotropic, kainate 2"
Dhx38,"0,2884881496","0,7734287233","0,6190742358",,"-0,04873776436","0,1092852309","0,8304430894",,"0,1876852512","0,5089880682","0,7639765166",,"-0,1495406628","0,3578043631","0,7564299674",,"-3,9607687","-4,405658722","-4,350703239","-4,370219231","-4,419345856","-4,288489342","-4,282517433","-4,847738266","-4,196609497","-4,30037117","-4,536702156","-4,776483536","-4,609457016","-4,183976173","-4,834978104","-4,445864677",36935,2179200,1,1,"140,62","0,0062487","1,8422",Q80X98,Q80X98,RNA helicase
Tpm3,"0,286863327","1,472602585","0,6266243386",,"0,08502197266","0,2763572705","0,7396115108",,"0,3136985302","1,334389953","0,7091621622",,"0,1118571758","0,4729434849","0,7493541203",,"-0,08780479431","-0,07722187042","-0,3646450043","-0,1764011383","-0,5691661835","-0,7465200424","-0,2627696991","-0,3824110031","-0,5415229797","-0,5059127808","-0,7818603516","-0,6308813095","-0,4716587067","-0,5618343353","-0,3812980652","-0,2795124054",1641100,75747000,4,2,"28,723",0,"12,247",D3Z6I8,D3Z6I8,
Tjp2,"0,2866852283","1,16756233","0,6198039216",,"-0,006845235825","0,03289902877","0,9735671362",,"0,2022609711","1,396679645","0,7386385224",,"-0,0912694931","0,3055453853","0,7576035734",,"-0,6530485153","-0,4144001007","-0,6333150864","-0,5821180344","-0,7725524902","-0,8749675751","-0,8252573013","-0,6191482544","-0,6499004364","-0,7414455414","-0,8161821365","-1,179916382","-0,8570165634","-0,7468709946","-0,8648996353","-0,6379356384",418080,38893000,6,6,"131,1",0,"12,195",A0A3B2WBH9;A0A3B2WCN9;Q9Z0U1;A0A494B9E6,A0A3B2WBH9;A0A3B2WCN9;Q9Z0U1,Tight junction protein ZO-2
Tbce,"0,284132719","1,929053499","0,6303296703",,"-0,2080252171","0,6744420326","0,689620155",,"0,2264554501","0,8372982787","0,7356407186",,"-0,265702486","1,413047281","0,7311803279",,"-1,958014488","-2,104129791","-2,040987968","-1,952528","-2,210531235","-2,113715172","-2,022778511","-2,61445713","-1,941511154","-2,012804985","-1,934604645","-2,179195404","-2,240460396","-2,388140678","-2,449473381","-2,17538166","7255,5",36059000,3,4,"59,085",0,"11,261",Q8CIV8;E0CZ81;E0CXJ6,Q8CIV8;E0CZ81,Tubulin-specific chaperone E
Sorbs3,"0,2832834721","1,08419343","0,6258504673",,"0,1302754879","0,2586004056","0,7125760257",,"0,05330991745","0,1687080448","0,858247191",,"-0,09969806671","0,1811072661","0,755480226",,"-2,975013733","-2,910243034","-2,586727142","-2,887527466","-2,688048363","-2,814904213","-3,062009811","-3,007788658","-2,513335228","-3,02780056","-3,14689064","-2,971485138","-3,405826569","-2,951861382","-3,166662216","-3,402636528",122460,9204200,2,2,"76,711",0,"6,9639",Q8K0M3;Q9R1Z8;A0A2I3BS41,Q8K0M3;Q9R1Z8;A0A2I3BS41,Vinexin
Mocs2,"0,2822804451","2,303231211","0,6465747126",,"0,2326526642","2,778612012","0,6779204893",,"0,0969312191","0,6413680955","0,7845201238",,"0,04730343819","0,7796597761","0,8558426803",,"-1,129785538","-1,223571777","-1,278144836","-1,412173271","-1,316015244","-1,481134415","-1,299247742","-1,335002899","-1,611740112","-1,603271484","-1,563954353","-1,588965416","-1,583045006","-1,539364815","-1,579010963","-1,465456009",2311700,13870000,1,1,"9,701",0,"5,1432",F6ZGI7,F6ZGI7,Molybdopterin synthase sulfur carrier subunit
