Gene names,Log2FC_M_WT_M_MUT,negLog10pVal_M_WT_M_MUT,q-value M_WT_M_MUT,Student's T-test Significant M_WT_M_MUT,Log2FC_F_WT_F_MUT,negLog10pVal_F_WT_F_MUT,q-value F_WT_F_MUT,Student's T-test Significant F_WT_F_MUT,Log2FC_M_WT_F_WT,negLog10pVal_M_WT_F_WT,q-value M_WT_F_WT,Student's T-test Significant M_WT_F_WT,Log2FC_M_MUT_F_MUT,negLog10pVal_M_MUT_F_MUT,q-value M_MUT_F_MUT,Student's T-test Significant M_MUT_F_MUT,250262_M_WT_PFC_8w,250263_M_WT_PFC_8w,250264_M_WT_PFC_8w,250297_M_WT_PFC_8w,250265_F_WT_PFC_8w,250266_F_WT_PFC_8w,250267_F_WT_PFC_8w,250293_F_WT_PFC_8w,250271_F_MUT_PFC_8w,250272_F_MUT_PFC_8w,250273_F_MUT_PFC_8w,250268_M_MUT_PFC_8w,2502143_F_MUT_PFC_8w,250269_M_MUT_PFC_8w,250270_M_MUT_PFC_8w,250244_M_MUT_PFC_8w,Log2 iBAQ,Log2 Intensity,MS/MS count,Razor + unique peptides,Q-value,Score,Mol. weight [kDa],Protein IDs,Majority protein IDs,Protein names
Lims1;Lims2,"0,4015767574","2,055576021","0,7364383562",,"0,1138501167","0,3035377212",1,,"0,03333187103","0,1053509639",1,,"-0,2543947697","0,8558497605",1,,"-1,025837898","-0,909491539","-1,137034416","-1,122168541","-0,940615654","-0,8828468323","-1,331156731","-1,173240662","-1,162075043","-1,173308372","-1,51083374","-1,667172432","-0,93704319","-1,384845734","-1,510305405","-1,238515854",16524000,280900000,3,2,0,"6,2195","38,387",A0A0R4J005;A0A5F8MPJ3;E9QP62;Q9D7B2;Q99JW4;Q91XD2,A0A0R4J005;A0A5F8MPJ3;E9QP62;Q9D7B2;Q99JW4;Q91XD2,LIM and senescent cell antigen-like-containing domain protein;LIM and senescent cell antigen-like-containing domain protein 1;LIM and senescent cell antigen-like-containing domain protein 2
Sorbs1,"0,4011452198","1,621129528","0,7632727273",,"-0,03505253792","0,1554316506",1,,"0,385774374","1,483361859","0,9766666667",,"-0,05042338371","0,2742018841",1,,"-2,297464371","-2,084431648","-2,629117966","-2,432468414","-2,672234535","-2,982941628","-2,630663872","-2,700739861","-2,750499725","-2,706187248","-2,621988297","-2,657136917","-2,767694473","-2,801522255","-2,939543724","-2,649860382",135080,194870000,5,3,0,"13,077","143,13",A0A286YCI8;Q62417;E9QNA7;A0A286YCQ0;A0A286YDN0;E9Q6A3;E9PYX6;D3Z5J3;Q62417-2;Q62417-5;Q62417-6;Q62417-4;Q62417-3,A0A286YCI8;Q62417;E9QNA7;A0A286YCQ0;A0A286YDN0;E9Q6A3;E9PYX6;D3Z5J3;Q62417-2;Q62417-5;Q62417-6;Q62417-4;Q62417-3,Sorbin and SH3 domain-containing protein 1
Scrib;Lrrc1,"0,3995530605","0,4553982547","0,7823589744",,"0,1425895691","0,2717112857",1,,"0,01972770691","0,03895157051",1,,"-0,2372357845","0,2306580555",1,,"-5,167021751","-5,569095612","-5,42787075","-5,63243866","-5,168276787","-5,694304466","-5,285009384","-5,727746964","-6,080657005","-5,589362144","-5,407474518","-6,485102654","-5,368202209","-5,63094902","-6,414218903","-4,864368439",749800,56235000,2,2,0,"3,0541","174,06",Q80U72-1;Q80U72-4;Q80U72-2;Q80U72;Q80VQ1-3;Q80VQ1,Q80U72-1;Q80U72-4;Q80U72-2;Q80U72;Q80VQ1-3;Q80VQ1,Protein scribble homolog;Leucine-rich repeat-containing protein 1
Tstd3,"0,3987851143","1,335624936","0,7899277108",,"0,3397786617","2,24760915",1,,"-0,03528547287","0,1750315129",1,,"-0,09429192543","0,2380716985",1,,"-0,5583343506","-0,8580799103","-0,8067684174","-0,6454982758","-0,5951929092","-0,7128639221","-0,7617092133","-0,6577730179","-0,8948192596","-1,228823662","-0,9629011154","-1,538080215","-1,000109673","-0,9018650055","-1,007484436","-1,016391754",24754000,270530000,5,3,0,"11,955","17,271",Q9D0B5,Q9D0B5,Thiosulfate sulfurtransferase/rhodanese-like domain-containing protein 3
Zfyve27,"0,3984355927","0,9582872663","0,8021443299",,"-0,03563594818","0,09755939609",1,,"0,08500361443","0,3863234155",1,,"-0,3490679264","0,737090546",1,,"-2,509131432","-2,901268005","-2,53105545","-2,623086929","-2,663908958","-2,820977211","-2,70333004","-2,716340065","-2,360859871","-2,810778618","-2,962665558","-3,454433441","-2,627708435","-2,851828575","-2,600576401","-3,25144577",1035700,14499000,1,1,"0,0003962","2,9265","45,41",Q3TXX3-2;Q3TXX3,Q3TXX3-2;Q3TXX3,Protrudin
Mrpl20,"0,396689415","0,8514463912","0,803047619",,"0,04505896568","0,1538091577",1,,"0,03007221222","0,05059628641",1,,"-0,3215582371","1,084605731",1,,"-3,71972084","-3,560141563","-4,481830597","-3,976045609","-4,024425507","-3,981561661","-3,809542656","-4,042497635","-4,008105278","-4,184242249","-4,111943245","-4,529633522","-3,733972549","-4,369085312","-4,436488152","-3,989289284",4734500,14204000,1,1,"0,004","1,7342","11,613",V9GX65;V9GXI7;Q9CQL4,V9GX65;V9GXI7;Q9CQL4,Large ribosomal subunit protein bL20m
Hbb-b2,"0,3875730038","0,1612206713","0,8729050279",,"2,201359987","1,408754146","0,052",,"-1,048172474","0,4422445961","0,6632",,"0,7656145096","0,5407178986",1,,"3,751091957","3,110541344","1,139666557","1,218988419","4,438054085","3,337231636","4,618078232","1,01961422","0,7923774719","1,33921814","1,242815971","1,222973824","1,23312664","1,382102966","1,215134621","3,849784851",726070000,21774000000,32,6,0,"50,425","15,878",P02089,P02089,Hemoglobin subunit beta-2
Ttyh2,"0,3786075115","0,5999213234","0,8098888889",,"-0,07313871384","0,1836472649",1,,"0,3033139706","0,5124430861",1,,"-0,1484322548","0,3169321895",1,,"-4,833992958","-5,138632774","-4,63963604","-5,791075706","-5,62638092","-5,528161049","-5,212656021","-5,24939537","-5,10006237","-5,159993172","-5,498584747","-5,189565659","-5,565398216","-5,506967545","-5,915678978","-5,305555344",1753000,28048000,1,1,"0,00039502","2,8759","52,152",Q3TH73-2;Q3TH73,Q3TH73-2;Q3TH73,Protein tweety homolog 2
Dlg2,"0,3785498142","0,8434071413","0,796892562",,"0,3734798431","1,104735852",1,,"-0,1406021118","0,4047613004",1,,"-0,1456720829","0,2453789862",1,,"-4,176570892","-3,631272316","-3,894814491","-3,690319061","-3,977124214","-3,657488823","-3,5989151","-3,597040176","-4,073102951","-3,920409203","-3,823401451","-4,093777657","-4,507574081","-4,280600548","-4,714490891","-3,818306923",1991500,81651000,1,1,0,"3,7573","83,95",D3YUZ8,D3YUZ8,
Anxa4,"0,3779981136","0,6078760903","0,8129230769",,"0,3225753307","0,9051080541",1,,"-0,004820585251","0,006927617446",1,,"-0,06024336815","0,08561051953",1,,"-3,67275238","-4,06884861","-3,101997375","-3,309909821","-3,65299511","-3,534982681","-3,262536049","-3,683712006","-3,992622375","-3,804361343","-4,171888351","-4,084030151","-3,455655098","-4,348934174","-3,843719482","-3,388816833",1509200,22638000,1,1,0,"3,7176","24,226",F7ANV6;D3Z0S1;A0A0N4SV57;A0A0N4SW89;P97429,F7ANV6;D3Z0S1;A0A0N4SV57;A0A0N4SW89;P97429,Annexin;Annexin A4
Cox6b1,"0,3758027554","0,9449647689","0,7933333333",,"0,1401264668","0,4102501805","0,9979838895",,"-0,02638316154","0,1282750604",1,,"-0,2620594501","0,4972583212",1,,"2,538495064","2,345482826","2,297186852","2,341775894","2,486552238","2,366261482","2,506587982","2,269071579","2,476802826","2,280836105","1,86622715","1,682025909","2,444101334","2,31479454","2,371473312","1,651435852",3125300000,35003000000,29,5,0,"30,377","10,071",P56391;A0A140LIU3,P56391;A0A140LIU3,Cytochrome c oxidase subunit 6B1
Eps8l2,"0,3749537468","0,9818116681","0,8201428571",,"-0,07718968391","0,2434747201",1,,"0,1498839855","0,4977585212",1,,"-0,3022594452","0,7888985084",1,,"-1,560444832","-1,778726578","-1,28219986","-1,783726692","-1,864668846","-1,55400753","-1,836150169","-1,749807358","-1,456720352","-1,523954391","-1,895746231","-1,995519638","-1,819454193","-1,879817963","-1,640539169","-2,389036179",790670,27673000,1,1,0,"8,6142","82,228",Q99K30,Q99K30,Epidermal growth factor receptor kinase substrate 8-like protein 2
Atp2b2,"0,3679618835","1,715328331","0,8020416667",,"0,1518955231","1,301320254",1,,"0,140897274","0,6604377084",1,,"-0,07516908646","0,4014015586",1,,"-1,008893013","-0,8954839706","-0,7499046326","-1,155507088","-1,082018852","-1,112640381","-0,953412056","-1,225306511","-1,169910431","-1,298144341","-1,255297661","-1,440423012","-1,25760746","-1,153146744","-1,223082542","-1,46498394",7714700,808540000,4,3,0,"8,2226","127,3",S4R1C4;A0A8I4SZH4,S4R1C4,Calcium-transporting ATPase
Mt3,"0,3660275936","1,162113337","0,8203963964",,"-0,01107382774","0,02489224629",1,,"-0,02052974701","0,07751354574",1,,"-0,3976311684","1,006894646",1,,"1,021157265","1,025215149","0,8139200211","1,005805969","1,123173714","0,867398262","1,128314972","0,8293304443","1,309672356","0,9479732513","0,6859359741","0,2680740356","1,048931122","0,9943437576","0,691192627","0,4483776093",255890000,3572600000,14,1,0,"14,31","4,6334",A0A1D5RLI5;A0A1D5RLF4;P28184,A0A1D5RLI5;A0A1D5RLF4;P28184,Metallothionein;Metallothionein-3
Itgam;Gm49368,"0,3651645184","1,471735918","0,8128932039",,"-0,07670879364","0,1692968685",1,,"0,4209489822","1,429984515","0,837",,"-0,02092432976","0,04760769063",1,,"-3,527429581","-3,844787598","-3,62965107","-3,476326942","-4,302119255","-4,241528511","-3,848793983","-3,76954937","-3,640753746","-4,017854691","-4,040249825","-3,760061264","-4,156297684","-4,228525162","-3,867304802","-4,082962036",368460,16581000,1,1,"0,0064562","1,5812","115,13",A0A0R4J1B4;E9Q604;G5E8F1;E9Q5K8;Q3U1U4;P05555-2;P05555,A0A0R4J1B4;E9Q604;G5E8F1;E9Q5K8;Q3U1U4;P05555-2;P05555,Integrin alpha-M
Akt2,"0,3651375771","0,8972549414","0,8156850394",,"0,001746892929","0,00512063263","0,9991093055",,"0,04054737091","0,1528851178",1,,"-0,3228433132","0,7459185357",1,,"-3,241755486","-3,26516819","-3,011632919","-2,994439125","-2,990917206","-3,136118889","-3,32659626","-3,221552849","-2,980056763","-3,382658958","-3,075311661","-4,045493126","-3,244145393","-3,312608719","-3,448574066","-3,166870117",1456200,43685000,2,2,0,"4,9593","55,741",Q60823;F8WHG5,Q60823;F8WHG5,RAC-beta serine/threonine-protein kinase;non-specific serine/threonine protein kinase
Sdhd,"0,3636088371","1,505254134","0,8074615385",,"-0,2684185505","0,5314803804",1,,"0,1919875145","0,6598274021",1,,"-0,4400398731","0,9934044426","0,9717333333",,"-2,758958817","-2,649831772","-2,63617897","-2,751749039","-3,127775192","-2,950111389","-2,499704361","-2,987077713","-2,170864105","-2,548791885","-2,680063248","-3,143212318","-3,091275215","-2,69331646","-3,156580925","-3,258044243",11095000,66569000,1,1,"0,0061261","1,6237","17,014",Q9CXV1,Q9CXV1,"Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial"
Col4a2,"0,3623747826","0,6293217826","0,775378882",,"0,1647145748","0,502078114",1,,"0,1950638294","0,9514583633",1,,"-0,002596378326","0,002938161386","0,9992990491",,"0,786857605","1,017154694","0,9876470566","0,7916975021","0,8389949799","0,4958724976","0,8400306702","0,628203392","0,4260444641","0,6578369141","0,2492847443","1,174484253","0,8110771179","0,572936058","0,5201539993","-0,1337165833",6409200,1412400000,11,8,0,"35,947","167,32",P08122,P08122,Collagen alpha-2(IV) chain;Canstatin
Gfpt1,"0,3603525162","1,94355663","0,8030204082",,"0,1751527786","1,418389882",1,,"-0,01484274864","0,08036917526",1,,"-0,2000424862","1,036349517",1,,"-0,8745975494","-0,898235321","-1,08480072","-0,9791288376","-1,043239594","-0,8633117676","-1,005020142","-0,865819931","-1,248249054","-1,103481293","-1,023483276","-1,209070206","-1,102788925","-1,289082527","-1,202620506","-1,577399254",61438000,2693800000,6,4,0,"19,572","78,538",P47856;P47856-2;D3YYD9,P47856;P47856-2,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1
Nlrx1,"0,3587641716","1,840788087","0,793372549",,"0,440580368","3,110169306","0,9164210526",,"-0,009582281113","0,04933190916",1,,"0,07223391533","0,2801065843",1,,"-1,305065155","-1,234793663","-1,448227882","-1,300652504","-1,20935154","-1,323226929","-1,268856049","-1,448975563","-1,744656563","-1,710371971","-1,890812874","-1,800709724","-1,666890144","-1,479298592","-1,88106823","-1,562719345",680780,127660000,6,6,0,"21,123","107,83",Q3TL44,Q3TL44,NLR family member X1
Aldh1a2,"0,3536348343","0,6119006915","0,7681590909",,"0,1302082539","0,2748617889",1,,"0,04307556152","0,09118819947",1,,"-0,1803510189","0,2545740538",1,,"-4,807935715","-4,46739006","-4,327425003","-4,921936035","-4,634039879","-4,581851006","-4,515589714","-4,965508461","-4,666472435","-4,617193222","-5,30881691","-5,36978817","-4,625339508","-5,218309402","-5,044578552","-4,306550026",597200,14333000,1,1,"0,0040007","1,7354","56,625",Q62148,Q62148,Retinal dehydrogenase 2
Myrip,"0,3518123627","1,520773048","0,8011826087",,"-0,1559474468","0,504549795",1,,"0,1820163727","0,7208543583",1,,"-0,3257434368","1,203597954",1,,"-1,699619293","-1,735172272","-2,009658813","-1,548107147","-1,721502304","-2,086108208","-1,988862991","-1,924149513","-1,955359459","-1,859258652","-1,857615471","-2,165582657","-1,424599648","-1,970376015","-1,970666885","-2,293181419",1914500,68921000,4,4,0,"30,684","94,923",Q8K3I4;F7CFT8;A0A1L1SQQ9,Q8K3I4,Rab effector MyRIP
Gemin8,"0,3500742912","1,038863406","0,8052148148",,"-0,1971297264","0,3575346049","0,9951324376",,"0,1493713856","0,2197612243",1,,"-0,3978326321","1,890824205","0,954025974",,"-4,745490074","-4,24166584","-4,446496964","-3,955566406","-4,675345421","-4,947946548","-3,935042381","-4,428370476","-4,186308861","-4,562373161","-4,347867966","-4,833165169","-4,101635933","-4,624625206","-4,721086502","-4,610639572",852510,8525100,1,1,"0,0054299","1,6755","24,492",B1AVP5;Q8BHE1,B1AVP5;Q8BHE1,Gem-associated protein 8
Pyurf,"0,3477089405","0,8251588197","0,7916339869",,"-0,04692482948","0,07859477285",1,,"-0,0528087616","0,09842604889",1,,"-0,4474425316","1,012989538","0,9710422535",,"-3,19430542","-3,792517662","-3,706390381","-3,668704033","-3,248153687","-3,33806324","-3,742618561","-3,821846962","-3,367462158","-3,469650269","-3,938552856","-3,536194801","-3,187317848","-3,827750206","-4,261576653","-4,127231598",3488100,199930000,2,2,0,"10,282","12,506",Q9D1C3,Q9D1C3,"Protein preY, mitochondrial"
Nup50,"0,3465731144","1,685097199","0,7909491525",,"0,01423549652","0,04404383494",1,,"0,1078822613","0,332369327",1,,"-0,2244553566","1,575498898",1,,"-1,779797554","-1,974971771","-2,160334587","-2,260510445","-1,958610535","-2,200994492","-2,373171806","-2,07436657","-2,244989395","-2,147193909","-2,292646408","-2,408941269","-1,979255676","-2,441596031","-2,418722153","-2,292647362",3751900,97551000,2,2,0,"5,0246","49,485",Q9JIH2,Q9JIH2,Nuclear pore complex protein Nup50
Irs2,"0,3458280563","1,052586141","0,8113333333",,"0,2664220333","1,250550623",1,,"-0,0611114502","0,1783865884",1,,"-0,1405174732","0,3994490488",1,,"-2,73456192","-2,393325806","-2,748408318","-2,958656311","-2,782474518","-2,572360039","-2,727266312","-2,508405685","-3,154153824","-2,831005096","-2,950131416","-3,298732758","-2,72090435","-2,710648537","-3,081871033","-3,127012253",564700,46213000,2,2,0,"5,1768","136,76",P81122,P81122,Insulin receptor substrate 2
Trappc11,"0,3450274467","2,180311759","0,8056146789",,"0,25391078","1,692815269",1,,"0,1508877277","0,7708150575",1,,"0,05977106094","0,3937563551",1,,"1,269152641","1,408545494","1,210375786","1,468103409","1,375761986","1,222634315","1,140846252","1,013383865","0,9350767136","1,002864838","0,9355974197","0,929233551","0,8634443283","0,9592990875","0,9151029587","1,172431946",7315400,622350000,12,9,0,"42,629","128,39",B2RXC1;B2RXC1-2,B2RXC1,Trafficking protein particle complex subunit 11
Slc4a3,"0,3422708511","1,215497603","0,8008235294",,"-0,05913066864","0,2460413287",1,,"0,1970860958","1,077703159",1,,"-0,204315424","0,6515353718",1,,"-2,328993797","-2,394462585","-2,242424965","-2,502511978","-2,774904251","-2,421084404","-2,5817976","-2,478951454","-2,487658501","-2,593281746","-2,595475197","-2,681780815","-2,343799591","-3,108442307","-2,518853188","-2,528400421",2902600,232380000,7,6,0,"16,429","135,37",P16283;F8WHM3;P16283-3;F6S265;D3Z3U9;D3YWK8;F6Q7T0;P16283-2,P16283,Anion exchange protein 3
Akap1,"0,3401212692","0,9472252089","0,7957631579",,"0,3999423981","2,788548572","0,8868070175",,"-0,1633057594","0,7520754239",1,,"-0,1034846306","0,2545057433",1,,"-2,385050774","-2,039351463","-2,009936333","-2,067296028","-1,78663063","-1,981598854","-2,009176254","-2,071005821","-2,360653877","-2,274240494","-2,471128464","-2,148988724","-2,342158318","-2,550508499","-2,879162788","-2,283459663",281610,55118000,2,2,0,"7,2666","57,68",O08715-2;O08715-5;O08715-3;O08715-6;O08715;O08715-4,O08715-2;O08715-5;O08715-3;O08715-6;O08715;O08715-4,"A-kinase anchor protein 1, mitochondrial"
Ace,"0,3360021114","0,7411542497","0,7817977528",,"0,01367139816","0,03176777473",1,,"-0,1807925701","0,3797381837",1,,"-0,5031232834","1,614105137",1,,"-4,028486252","-4,21986866","-4,152183533","-4,760105133","-4,38530159","-3,918974876","-3,857556343","-4,275640488","-4,252743721","-4,063938141","-4,223772049","-4,522015572","-3,951704979","-5,08027935","-4,422748566","-4,479608536",398430,21117000,1,1,"0,00076628","2,4534","117,51",F6QCP8;P09470,F6QCP8;P09470,"Angiotensin-converting enzyme;Angiotensin-converting enzyme;Angiotensin-converting enzyme, soluble form"
Me3,"0,3350169659","0,7837775364","0,7698305085",,"0,9239265919","3,44122828","0,188",,"-0,4257595539","1,064066776","0,8981176471",,"0,1631500721","0,5675258428",1,,"3,256300926","3,265809059","3,241877556","2,586532593","3,739808083","3,303929329","3,713977814","3,295843124","2,489803314","2,594957352","2,625294685","2,626749039","2,647796631","2,677482605","2,569623947","3,13659668",24326000,11667000000,48,18,0,"187,75","67,098",Q8BMF3;A0A140LHQ4,Q8BMF3,"NADP-dependent malic enzyme, mitochondrial"
Scn1b,"0,3316924572","1,674330662","0,798",,"0,08842635155","0,3776088938",1,,"0,0950050354","0,423545973",1,,"-0,1482610703","0,6505715028",1,,"-1,798238754","-1,840585709","-1,825722694","-1,485479355","-1,780983925","-1,87475872","-1,716722488","-1,95758152","-1,900258064","-1,682027817","-2,044124603","-2,158816338","-2,057341576","-2,195479393","-2,009479523","-1,913021088",72574000,725740000,1,1,0,"3,2841","24,65",P97952,P97952,Sodium channel subunit beta-1
Cpa3,"0,3312699795","1,240476655","0,8082465753",,"0,1968717575","0,3496483888","0,990510397",,"0,1204683781","0,2558539727",1,,"-0,0139298439","0,02334920557","0,9998781068",,"-0,5779304504","-0,6884307861","-1,003696442","-0,8395261765","-0,64985466","-1,067235947","-1,290296555","-0,5840702057","-1,398168564","-0,8209152222","-0,7694597244","-1,028144836","-1,390400887","-1,243121147","-0,8463630676","-1,317034721",35061000,841460000,1,1,"0,0092035","1,3777","48,789",P15089,P15089,Mast cell carboxypeptidase A
Ubtd2,"0,3307008743","1,825778965","0,8048854962",,"-0,0639564991","0,167447034",1,,"0,08365392685","0,2145598097",1,,"-0,3110034466","1,978918932",1,,"-2,165187836","-2,511937141","-2,516314507","-2,421211243","-2,212543488","-2,84617424","-2,468547821","-2,422000885","-2,290893555","-2,499797821","-2,569291115","-2,868263245","-2,333457947","-2,734361649","-2,725188255","-2,609641075",23865000,214790000,4,3,0,"9,0054","26,144",Q6PGH0,Q6PGH0,Ubiquitin domain-containing protein 2
Ddx23,"0,3285267353","0,6623688971","0,7906122449",,"0,1105792522","0,3352336",1,,"0,0904135704","0,3365721469",1,,"-0,1275339127","0,1999844405",1,,"-3,274261475","-3,199800491","-3,447249413","-3,516899109","-3,492794991","-3,28194809","-3,678168297","-3,346953392","-3,41021347","-3,49174881","-3,453522682","-3,023047447","-3,886696815","-4,038555145","-3,807180405","-3,883534431",2097500,92292000,5,3,0,"8,7767","95,493",D3Z0M9,D3Z0M9,RNA helicase
Mfsd6,"0,3265833855","0,8308613926","0,7870055249",,"-0,2456095219","1,051992066",1,,"-0,0814268589","0,2344103372",1,,"-0,6536197662","1,927302511",1,,"-3,679228783","-3,820799828","-3,583011627","-3,211785316","-3,488808632","-3,446249962","-3,395107269","-3,638952255","-2,928634644","-3,306277275","-3,423632622","-3,502677917","-3,32813549","-3,916152","-4,21155262","-3,970776558",1462200,42405000,2,1,0,"4,5025","87,827",D3Z183,D3Z183,
Dab1,"0,3264129162","0,7549618333","0,7857659574",,"0,2727439404","0,8143876739",1,,"-0,06447768211","0,1057191457",1,,"-0,1181466579","0,3359936071",1,,"-4,211036682","-3,880017281","-4,748570442","-3,954492569","-3,834568024","-4,358635902","-4,174565315","-4,168437004","-4,760131836","-4,236219406","-4,417007446","-4,314154625","-4,213823318","-4,567557335","-4,706215858","-4,51184082",1622600,22716000,2,1,"0,0029385","1,8767","23,952",F6VRL0;F2Z465;P97318-4;P97318-5;P97318-6;P97318-3;P97318-8;P97318-2;P97318,F6VRL0;F2Z465;P97318-4;P97318-5;P97318-6;P97318-3;P97318-8;P97318-2;P97318,Disabled homolog 1
Egfr,"0,3236784935","0,4632204661","0,8457345133",,"-0,1032173634","0,2107624402",1,,"0,4972922802","1,843650108","0,7835555556",,"0,07039642334","0,0740841441",1,,"-2,83268261","-3,063015938","-3,168842316","-3,336448669","-3,684434891","-3,371520996","-3,830729485","-3,503473282","-3,034550667","-3,555221558","-3,553050041","-2,954386711","-3,834466934","-3,459596634","-4,25053978","-3,031180382",2066500,72328000,5,2,0,"7,4468","72,906",Q9WVF5;Q01279,Q9WVF5;Q01279,receptor protein-tyrosine kinase;Epidermal growth factor receptor
Etfdh,"0,3233191967","3,585265555","0,7943666667",,"0,3120296001","3,589329313",1,,"0,03444743156","0,4810028499",1,,"0,02315783501","0,1857693535",1,,"2,807757378","2,754094124","2,838486671","2,763282776","2,748663902","2,744660378","2,828058243","2,7044487","2,448451996","2,375253677","2,427397728","2,413219452","2,526609421","2,444898605","2,43432045","2,577905655",44240000,5048200000,34,20,0,"111,75","61,16",Q6PF96;Q921G7,Q6PF96;Q921G7,"Electron transfer flavoprotein-ubiquinone oxidoreductase;Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial"
Letmd1,"0,3222019672","3,118049992","0,8059512195",,"0,1206941605","1,969462435",1,,"0,1500041485","1,880060467",1,,"-0,05150365829","0,5547827488",1,,"-1,755402565","-1,894345284","-1,739210129","-1,797118187","-1,891021729","-2,014437675","-1,942728996","-1,937904358","-2,130273819","-2,046717644","-2,040932655","-2,094357491","-2,050945282","-2,120537758","-2,220133781","-2,039855003",6724100,155780000,9,5,0,"18,096","41,7",Q924L1;Q924L1-2;Q924L1-3,Q924L1;Q924L1-2;Q924L1-3,LETM1 domain-containing protein 1
